Title,Alternative Title,Description,Language,Creator,Publisher,Provider,Resource Class,Resource Type,Subject,ISO Topic Category,Keyword,Temporal Coverage,Date Issued,Date Range,Spatial Coverage,Bounding Box,GeoNames,Relation,Member Of,Is Part Of,Source,Version,Replaces,Is Replaced By,Format,File Size,WxS Identifier,Georeferenced,Documentation,Download,FeatureServer,FGDC,Harvard Download,HTML,IIIF,ImageServer,Information,ISO19139,Manifest,MapServer,MODS,oEmbed,Index Map,TileServer,WCS,WFS,WMS,Image,ID,Identifier,Code,Rights,Rights Holder,License,Access Rights,Accrual Method,Accrual Periodicity,Date Accessioned,Date Retired,Status,Suppressed,Child Record,Mediator,Access
Soybean Yield [Global] ,Soybean_Yield,Global soybean yield in tons per hectare.,eng,U-Spatial,"",University of Minnesota,Web services,"","",Farming,Land Cover|Agriculture|Global|crops|corn|wheat|rice|soybean|pasture|education|landscape,"",2017-01-12,"","","-180.0,-89.0007,-179.9312,89.0","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,12.1 MB,,,,,,,,,,,https://umn.maps.arcgis.com/home/item.html?id=f227d1f03b1c49a9b30c1f82127cb2f0,,,https://tiles.arcgis.com/tiles/8df8p0NlLFEShl0r/arcgis/rest/services/Soybean_Yield/MapServer,,,,,,,,,f227d1f03b1c49a9b30c1f82127cb2f0,https://umn.maps.arcgis.com/home/item.html?id=f227d1f03b1c49a9b30c1f82127cb2f0,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Urban Change [Global]  {1900-2000},Urban Change,Global change in urban land use from 1900 to 2000.,eng,U-Spatial,"",University of Minnesota,Web services,"","",Land Cover,Land Use|1900|2000|agriculture|urban|forest|barren land|global|rangeland|education,1900-2000,2017-01-04,1900-2000,"","-175.3216,-54.8408,178.8186,72.1782","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,4.6 MB,,,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Urban_Change_Vector/FeatureServer,,,,,,https://umn.maps.arcgis.com/home/item.html?id=0f4ba85f393c4a4d877265e52fc9c260,,,,,,,,,,,,0f4ba85f393c4a4d877265e52fc9c260,https://umn.maps.arcgis.com/home/item.html?id=0f4ba85f393c4a4d877265e52fc9c260,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Urban Change [Global] {1900-2000},Urban Change,Global change in urban land use from 1900 to 2000.,eng,U-Spatial,"",University of Minnesota,Web services,"","",Farming,Land Use|1900|2000|agriculture|urban|forest|barren land|global|rangeland|education,1900-2000,2017-01-04,1900-2000,"","-180.0,-89.0008,-179.9283,89.0","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,16.8 MB,,,,,,,,,,,https://umn.maps.arcgis.com/home/item.html?id=87b1e7d2ecc94a3fa8a0d5c8f63b0dfa,,,https://tiles.arcgis.com/tiles/8df8p0NlLFEShl0r/arcgis/rest/services/Urban_Change/MapServer,,,,,,,,,87b1e7d2ecc94a3fa8a0d5c8f63b0dfa,https://umn.maps.arcgis.com/home/item.html?id=87b1e7d2ecc94a3fa8a0d5c8f63b0dfa,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Wheat Yield [Global] ,Wheat_Yield,Global wheat yield in tons per hectare.,eng,U-Spatial,"",University of Minnesota,Web services,"","",Farming,Land Cover|Agriculture|Global|crops|corn|wheat|rice|soybean|pasture|education|landscape,"",2017-01-12,"","","-180.0,-89.0007,-179.9312,89.0","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,12.8 MB,,,,,,,,,,,https://umn.maps.arcgis.com/home/item.html?id=4a24cede1d9540a7a247710058d9d976,,,https://tiles.arcgis.com/tiles/8df8p0NlLFEShl0r/arcgis/rest/services/Wheat_Yield/MapServer,,,,,,,,,4a24cede1d9540a7a247710058d9d976,https://umn.maps.arcgis.com/home/item.html?id=4a24cede1d9540a7a247710058d9d976,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
Wheat Yield [Global] ,Wheat_Yield,Global wheat yield in tons per hectare.,eng,U-Spatial,"",University of Minnesota,Web services,"","",Farming,Land Cover|Agriculture|Global|crops|corn|wheat|rice|soybean|pasture|education|landscape,"",2017-01-12,"","","-180.0,-55.9733,-179.9312,83.6645","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","",,12.6 MB,,,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Wheat_Yield/FeatureServer,,,,,,https://umn.maps.arcgis.com/home/item.html?id=48de6b14c74649579dbce8aa934e71d5,,,,,,,,,,,,48de6b14c74649579dbce8aa934e71d5,https://umn.maps.arcgis.com/home/item.html?id=48de6b14c74649579dbce8aa934e71d5,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,,2021-12-05,,Active,,,"",
ArcGIS Online at the University of Minnesota,"",Geospatial web services created by the University of Minnesota's U-Spatial,"",U-Spatial,University of Minnesota,"",Websites,"","","","","","","","","","","","","","","","","",ArcGIS Online,"","",false,,,,,,,,,https://umn.maps.arcgis.com/home/index.html,,,,,,,,,,,"",05d-07,https://umn.maps.arcgis.com/home/index.html,05d-07,"","","",Public,"",As Needed,2022-01-20,"","",false,false,"",""
Barren (Inhabited) Change,Barren (Inhabited) Change,"Global land cover and primary agricultural use, including pasture, corn, wheat, rice, and soybean.",eng,U-Spatial,"",University of Minnesota,Web services,"","",Farming,Land Cover|Agriculture|Global|crops|corn|wheat|rice|soybean|pasture|education|landscape,"",2017-01-04,"","","-180.0,-89.0008,-179.9283,89.0","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","","",18.2 MB,"",false,,,,,,,,,https://umn.maps.arcgis.com/home/item.html?id=3aab3102508542488f8b5de22bdd6b49,,,https://tiles.arcgis.com/tiles/8df8p0NlLFEShl0r/arcgis/rest/services/Barren_Inhabited_Change/MapServer/0,,,,,,,,"",3aab3102508542488f8b5de22bdd6b49,https://umn.maps.arcgis.com/home/item.html?id=3aab3102508542488f8b5de22bdd6b49,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,"",2021-12-05,"",Active,false,false,"",""
Barren (Inhabited) Change [Global] {1900-2000},Barren (Inhabited) Change,Global change in inhabited barren land use from 1900 to 2000.,eng,U-Spatial,"",University of Minnesota,Web services,"","","",Land Use|1900|2000|agriculture|urban|forest|barren land|global|rangeland|education,1900-2000,2017-01-04,1900-2000,"","-179.8329,-55.6504,179.9882,82.0835","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","","",11.3 MB,"",false,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Barren_Inhabited_Change_Vector/FeatureServer/0,,,,,,https://umn.maps.arcgis.com/home/item.html?id=327065852ada450a8851f7dae4700c45,,,,,,,,,,,"",327065852ada450a8851f7dae4700c45,https://umn.maps.arcgis.com/home/item.html?id=327065852ada450a8851f7dae4700c45,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,"",2021-12-05,"",Active,false,false,"",""
Barren (Uninhabited) Change [Global] {1900-2000},Barren (Uninhabited) Change,Global change in uninhabited barren land use from 1900 to 2000.,eng,U-Spatial,"",University of Minnesota,Web services,"","","",Land Use|1900|2000|agriculture|urban|forest|barren land|global|rangeland|education,1900-2000,2017-01-04,1900-2000,"","-179.8329,-55.6504,179.9882,82.0835","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","","",8.6 MB,"",false,,,https://services.arcgis.com/8df8p0NlLFEShl0r/arcgis/rest/services/Barren_Uninhabited_Change_Vector/FeatureServer/0,,,,,,https://umn.maps.arcgis.com/home/item.html?id=c2a192f6e22e40229c78719fc2bafab7,,,,,,,,,,,"",c2a192f6e22e40229c78719fc2bafab7,https://umn.maps.arcgis.com/home/item.html?id=c2a192f6e22e40229c78719fc2bafab7,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,"",2021-12-05,"",Active,false,false,"",""
Corn Yield,Corn_Yield,Global corn yield in tons per hectare.,eng,U-Spatial,"",University of Minnesota,Web services,"","",Farming,Land Cover|Agriculture|Global|crops|corn|wheat|rice|soybean|pasture|education|landscape,"",2017-01-12,"","","-180.0,-89.0007,-179.9312,89.0","","",05d-07|b0153110-e455-4ced-9114-9b13250a7093,"","","","","","",12.5 MB,"",false,,,,,,,,,https://umn.maps.arcgis.com/home/item.html?id=4c20fe3080a94ee58f295a2e6b03b191,,,https://tiles.arcgis.com/tiles/8df8p0NlLFEShl0r/arcgis/rest/services/Corn_Yield/MapServer/0,,,,,,,,"",4c20fe3080a94ee58f295a2e6b03b191,https://umn.maps.arcgis.com/home/item.html?id=4c20fe3080a94ee58f295a2e6b03b191,05d-07,"Data may be freely downloaded for research, study, or teaching, but must be cited appropriately. Re-release of the data, or incorporation of the data into a commercial product, is allowed only with explicit permission. Contact U-Spatial at uspatial@umn.edu or visit our website at www.uspatial.umn.edu for more information.","","",Public,ArcGIS Python API,"",2021-12-05,"",Active,false,false,"",""
